41.973469,9.47752,7.609934,91.739326,87.872635,52.41597,132.800496,167.919759,134.710426,86.817992,167.682906,139.145923,90.445887,171.949909,138.515441,0.000000
41.63019,10.299809,6.680795,91.507611,88.706651,51.204454,132.178643,167.84291,135.555297,88.805739,166.837126,140.202988,93.09793,171.753741,139.903024,0.000000
42.435567,9.918484,7.655134,90.020413,89.453437,50.210201,131.977265,168.602017,135.726678,88.078098,167.884937,139.967798,92.686402,171.669819,139.518638,0.000000
41.555908,10.996849,6.511724,88.897454,88.793438,50.10647,131.764842,168.992962,134.67817,86.749042,168.865222,138.871077,90.999646,173.05827,137.531034,0.000000
41.971826,11.433785,7.107344,87.686826,88.282663,49.354114,129.580593,168.428727,133.298867,87.446706,168.434495,137.362203,92.94181,172.154712,136.084424,0.000000
35.789721,13.287329,7.351228,81.92447,91.300441,57.948305,142.248626,163.857375,138.875638,90.617969,166.315109,144.927389,93.086817,167.994307,138.684435,0.000000
35.926536,13.240779,5.529992,82.946652,85.735618,61.090454,139.749922,164.212928,136.822315,84.688315,169.222422,144.118451,87.715084,171.26421,137.045167,0.000000
36.497733,12.341895,6.703806,85.895189,88.859126,55.323508,136.731815,165.389331,135.846221,87.729357,167.24975,141.722663,89.744313,168.795686,136.864076,0.000000
40.901706,10.755049,7.687914,89.231089,89.948684,49.649208,131.696689,167.76432,135.265173,86.805163,167.208521,139.17569,91.189325,171.04894,137.374051,0.000000
42.109365,10.991796,7.469022,88.085576,89.614354,49.151155,130.774234,166.357393,133.703951,87.450711,167.052979,139.278858,91.7721,170.839167,136.299589,0.000000
43.500293,10.446047,8.52627,87.732963,91.272243,51.701601,134.591675,166.144334,137.080138,88.830714,166.53276,141.039748,93.305678,170.327623,138.849144,0.000000
42.287154,11.814798,8.160177,89.362008,89.203417,55.881251,137.281782,164.647543,139.045972,87.250704,166.45154,142.803639,90.7326,170.263101,138.38793,0.000000
36.657836,13.446194,5.789962,87.346146,88.538765,64.516243,145.78971,161.523167,141.475469,87.935416,165.831034,144.928978,88.756786,168.048582,138.969085,0.000000
39.815781,11.196352,7.575752,94.221532,88.567798,58.499052,141.25284,164.622925,142.436086,87.124517,165.656864,143.511625,89.204624,170.085911,141.442348,0.000000
38.390016,12.979828,6.847996,92.581648,85.511143,66.200317,146.040634,164.216834,144.229812,85.389099,167.466097,146.125165,88.123653,171.07689,140.710277,0.000000
38.522039,12.722868,6.831854,92.235105,83.574516,66.755675,144.346298,164.36559,140.946821,83.70508,168.045571,144.782149,86.291733,171.079129,139.601655,0.000000
39.155812,11.747738,6.543045,93.138835,84.59249,65.396771,144.210675,164.893069,141.317951,84.621566,167.727282,144.150229,87.221502,171.040833,140.455628,0.000000
38.329441,13.611159,6.255988,91.249546,84.674342,68.44399,147.320849,163.083606,142.993137,85.218204,167.452747,144.463229,87.632216,170.532613,140.146006,0.000000
37.490995,13.502195,5.376816,91.238997,83.312515,72.528641,149.977762,163.464541,144.381384,83.590833,168.184005,146.231135,85.793766,171.25793,140.7589,0.000000
37.474631,12.915704,6.933391,94.215112,84.066003,70.638817,149.049036,164.867307,143.924947,83.425462,167.932039,145.437121,85.898674,171.020508,140.50547,0.000000
36.621973,12.798003,6.652653,93.534756,83.992801,69.0759,147.496026,165.501082,142.462387,83.562795,168.480208,144.537516,86.190729,171.314275,139.59001,0.000000
35.705106,14.812297,5.968725,91.071569,84.205749,72.907811,151.347996,163.266171,144.183297,83.655184,167.778311,145.803291,85.296268,170.187868,139.225789,0.000000
38.109948,12.789839,6.189343,94.806898,85.227223,69.644528,149.727305,164.290836,145.364476,85.197936,167.168004,145.393012,87.339044,170.397003,141.640325,0.000000
38.597663,13.651527,6.448298,90.044713,87.557085,70.320986,151.390708,163.686748,147.209761,85.87722,167.800699,147.155589,87.403097,171.189671,141.082751,0.000000
36.858401,14.693555,5.847037,89.455812,85.014004,75.929063,155.127679,162.84152,147.061414,84.33012,168.466025,147.643902,85.70338,170.69218,139.945481,0.000000
40.121919,11.803115,7.658523,95.109185,84.889308,67.350221,146.159097,165.573896,144.370215,84.123583,167.687318,144.797206,87.948761,171.669107,141.138597,0.000000
34.822292,14.772544,6.184181,89.453014,82.851746,75.691301,153.333774,162.79917,144.706516,83.3567,168.652932,147.495491,85.266413,170.399561,138.728258,0.000000
36.348068,12.824541,6.597539,93.716262,83.454781,72.077522,151.117705,163.753524,143.193456,84.477855,167.67051,145.066358,86.524337,170.095381,138.68545,0.000000
36.441452,13.317417,6.17154,90.512475,84.069367,73.830586,152.617361,163.406008,144.88276,84.495158,168.081118,146.13455,86.79174,170.369598,139.100164,0.000000
40.079019,11.804724,6.754225,93.329485,85.023562,68.567004,147.169046,164.527586,144.589617,84.757323,167.019383,144.89892,88.397715,170.96811,139.78417,0.000000
37.435713,13.115028,5.967148,90.47183,84.56992,70.589106,148.863786,164.109964,143.526925,82.993478,168.41483,145.520389,86.204807,171.021934,139.094237,0.000000
37.000267,12.235279,7.529325,92.200355,84.774825,62.959524,141.796605,166.879137,138.481227,83.906056,168.421542,142.0226,87.338089,171.273903,137.556338,0.000000
36.613258,13.483927,7.102972,89.892933,85.876324,65.291633,145.119389,163.906185,141.356533,84.800166,167.312782,144.266611,87.199325,169.45652,138.750623,0.000000
38.28455,13.467363,7.049875,90.274541,84.700034,66.19903,145.005349,164.129027,141.463906,83.814709,168.615811,144.790007,86.119584,171.185912,138.380213,0.000000
37.214781,12.528416,7.391358,91.412691,82.374565,61.507547,137.401536,166.099927,136.38413,81.688023,169.292094,141.750881,85.283044,172.10754,136.537845,0.000000
38.365491,13.132817,7.912735,93.087783,82.426856,60.887375,136.603553,166.964142,136.539792,81.078495,169.611403,141.135898,85.445172,172.928641,136.748288,0.000000
